OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Organization
13957,2014-10-01 00:00:00,60.517167,0.257667,Atlantic Ocean,north sea,Other,0.029608,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
10874,2015-10-06 00:00:00,37.7,24.3,Atlantic Ocean,mediterranean sea,Other,0.166667,pieces/m3,0.005-1,Medium,Manta net,"Hellenic Centre for Marine Research, Greece"
13791,16/09/2021,39.055333,8.322167,Atlantic Ocean,mediterranean sea,Other,2.36587,pieces/m3,1-10,High,Manta net,"Oceaneye Association,  Switzerland"
21451,30/05/2018,41.248833,9.297717,Atlantic Ocean,mediterranean sea,Other,0.050638,pieces/m3,0.005-1,Medium,Manta net,"University of Fribourg, Switzerland"
19032,28/01/2021,45.717,-123.9414,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
20526,14/01/2022,43.0994,-124.4322,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
12368,2019-09-12 00:00:00,44.067633,-129.0198,Pacific Ocean,north pacific ocean,Other,0.044293,pieces/m3,0.005-1,Medium,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
17538,2019-11-12 00:00:00,32.7866,-79.9281,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
9712,2015-08-10 00:00:00,41.5633,-71.2367,Atlantic Ocean,north atlantic ocean,Other,0.004,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
3878,1997-04-07 00:00:00,41.16,-70.98,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
4139,15/08/1998,41.45,-70.73,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4803,2002-02-07 00:00:00,42.13,-69.24,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
3641,1996-08-08 00:00:00,40.57,-69.93,Atlantic Ocean,north atlantic ocean,Other,0.029688,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
8455,13/05/2012,32.37,-146.51,Pacific Ocean,north pacific ocean,Other,0.006272,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
7957,2010-05-10 00:00:00,31.54,-143.82,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
12297,18/08/2015,33.82427,-138.277,Pacific Ocean,north pacific ocean,Other,11.354408,pieces/m3,10,Very High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
18036,22/12/2019,32.831,-79.714,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
17372,2019-09-10 00:00:00,32.7675,-79.9727,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20692,2022-04-03 00:00:00,32.776,-79.9252,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
2716,21/10/1991,31.18,-56.85,Atlantic Ocean,north atlantic ocean,Other,0.08774,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
226,26/10/1991,21.37,-58.67,Atlantic Ocean,north atlantic ocean,Other,0.045356,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5799,13/05/2007,20.27,-64.99,Atlantic Ocean,north atlantic ocean,Other,0.01728,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
558,14/02/1993,24.43,-72.43,Atlantic Ocean,north atlantic ocean,Other,0.01296,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
4305,1999-07-04 00:00:00,31.04,-69.34,Atlantic Ocean,north atlantic ocean,Other,0.01512,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
11870,21/06/2013,27.4098,-37.3969,Atlantic Ocean,north atlantic ocean,Other,0.128435,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
15712,14/01/2019,27.6677,-97.4133,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
17870,25/02/2020,27.7042,-97.1498,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16115,2019-08-04 00:00:00,27.5963,-97.2127,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
15878,23/02/2019,27.0189,-97.3792,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
9380,23/02/2015,25.5377,-76.7583,Atlantic Ocean,north atlantic ocean,Other,0.008,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
3380,18/02/1995,21.78,-74.53,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
20953,18/04/2022,29.2675,-94.8232,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19530,17/05/2021,29.3055,-94.7669,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
18368,23/07/2020,28.0284,-96.8888,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16613,2019-06-07 00:00:00,27.3195,-97.3361,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
15617,2018-01-12 00:00:00,27.5332,-97.2456,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
15949,2019-11-03 00:00:00,27.55,-97.2368,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19957,2021-10-09 00:00:00,29.9397,-89.9939,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,200,Very High,Hand picking,University of Texas Marine Science Institute
18534,2020-12-09 00:00:00,29.9559,-90.0469,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,200,Very High,Hand picking,University of Texas Marine Science Institute
20028,2021-10-09 00:00:00,29.3656,-94.7632,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
20455,15/12/2021,29.3658,-94.8123,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
21024,27/04/2022,29.2868,-94.7925,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
16874,2019-06-10 00:00:00,29.2709,-94.8171,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
5135,17/02/2004,27.1,-77.35,Atlantic Ocean,north atlantic ocean,Other,0.043196,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2218,15/02/2002,26.0,-79.83,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
22115,2017-10-07 00:00:00,27.8524,-82.4093,Atlantic Ocean,gulf of mexico,caribbean sea,2000.0,pieces/m3,10,Very High,Van Dorn sampler,University of South Florida
16447,23/05/2019,27.7347,-82.7513,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
20194,2021-02-11 00:00:00,30.3769,-87.8375,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
16376,20/05/2019,29.2593,-89.95,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
12534,2015-06-08 00:00:00,30.9999,-135.403,Pacific Ocean,north pacific ocean,Other,1.571052,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
12961,19/09/2015,26.91925,-130.6392,Pacific Ocean,north pacific ocean,Other,0.468736,pieces/m3,0.005-1,Medium,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
7791,2009-04-06 00:00:00,21.15,-142.77,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6961,20/05/2005,28.72,-140.03,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7459,15/03/2008,29.98,-140.0,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
15451,19/06/2018,27.916643,-110.775325,Pacific Ocean,gulf of california,caribbean sea,3526.093089,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
3214,21/12/1993,15.12,-70.97,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5301,2004-12-12 00:00:00,16.17,-70.49,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
60,17/12/1989,17.9,-67.82,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1222,1996-05-12 00:00:00,15.88,-62.28,Atlantic Ocean,caribbean sea,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
3712,1996-11-11 00:00:00,14.8,-60.14,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
9214,2014-05-12 00:00:00,18.5344,-42.8958,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
21949,2017-02-11 00:00:00,17.95008,-76.83569,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Manta net,"University of the West Indies, Mona, Jamaica"
4637,25/12/2000,16.41,-84.65,Atlantic Ocean,caribbean sea,caribbean sea,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
297,27/12/1991,17.73,-86.53,Atlantic Ocean,caribbean sea,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
8716,2014-01-01 00:00:00,9.3385,-82.2399,Atlantic Ocean,caribbean sea,caribbean sea,0.027,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
1056,15/12/1995,10.65,-64.48,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1720,17/12/1999,13.02,-71.22,Atlantic Ocean,caribbean sea,caribbean sea,0.028796,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
11776,2011-06-04 00:00:00,-28.8929,-102.5777,Pacific Ocean,south pacific ocean,galápagos,1.303493,pieces/m3,1-10,High,Neuston net,5 Gyres Institute
11395,21/10/2015,-27.02439,-89.57097,Pacific Ocean,south pacific ocean,galápagos,0.056245,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
13934,19/10/2018,2.413072,-48.616536,Atlantic Ocean,north atlantic ocean,Other,1311.0,pieces/m3,10,Very High,Aluminum bucket,"Federal University of Pará, Brazil"
4946,2003-03-03 00:00:00,18.89,-79.21,Atlantic Ocean,caribbean sea,caribbean sea,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
1079,28/12/1995,16.85,-81.48,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
20100,15/10/2021,9.595,-84.6218,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
7602,2008-01-11 00:00:00,20.35,-154.67,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8573,21/10/2012,22.99,-148.78,Pacific Ocean,north pacific ocean,Other,8.715904,pieces/m3,1-10,High,Neuston net,Sea Education Association
8241,2011-07-08 00:00:00,33.26,-156.98,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6938,2005-07-04 00:00:00,40.38,-157.49,Pacific Ocean,north pacific ocean,Other,0.44862,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
10897,25/07/2017,35.467,25.165,Atlantic Ocean,mediterranean sea,Other,0.490476,pieces/m3,0.005-1,Medium,Manta net,"Hellenic Centre for Marine Research, Greece"
13387,16/10/2016,43.0785,5.959667,Atlantic Ocean,mediterranean sea,Other,0.292284,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
11278,16/10/2018,43.2528,5.3552,Atlantic Ocean,mediterranean sea,Other,0.068729,pieces/m3,0.005-1,Medium,Manta net,"Hellenic Centre for Marine Research, Greece"
13436,2017-03-08 00:00:00,42.80995,6.261583,Atlantic Ocean,mediterranean sea,Other,0.03203,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
14432,2021-11-09 00:00:00,54.745167,-3.9095,Atlantic Ocean,irish sea and st. george's channel,Other,0.013667,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
14100,14/01/2017,54.619667,-4.575333,Atlantic Ocean,irish sea and st. george's channel,Other,0.125773,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
6440,2003-12-02 00:00:00,19.66,-157.2,Pacific Ocean,north pacific ocean,Other,0.011248,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
13602,2019-09-07 00:00:00,34.700483,-19.2545,Atlantic Ocean,north atlantic ocean,Other,0.133708,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
11229,15/10/2014,41.7018,10.0377,Atlantic Ocean,mediterranean sea,Other,0.896831,pieces/m3,0.005-1,Medium,Manta net,Sorbonne Universités
10731,14/01/2021,41.575135,2.553135,Atlantic Ocean,mediterranean sea,Other,0.324,pieces/m3,0.005-1,Medium,Manta net,University of Barcelona
19387,2021-11-04 00:00:00,43.2371,-124.391,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
12440,2019-03-03 00:00:00,48.7645,-144.4735,Pacific Ocean,north pacific ocean,Other,0.036032,pieces/m3,0.005-1,Medium,Neuston net,"The Ocean Cleanup, Rotterdam, The Netherlands"
21047,30/04/2022,43.0537,-78.8988,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
20051,30/09/2021,41.6515,-71.3482,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
5444,2005-08-07 00:00:00,40.97,-70.45,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
3286,1994-08-08 00:00:00,41.5,-70.63,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4731,18/06/2001,41.38,-70.88,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
5229,20/08/2004,40.43,-69.1,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
415,15/05/1992,38.73,-65.4,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8739,23/02/2014,38.1533,-122.8895,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
9735,2015-12-10 00:00:00,37.656,-76.4368,Atlantic Ocean,north atlantic ocean,Other,0.008,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
20549,26/01/2022,32.8704,-79.9661,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
17395,13/11/2019,32.8026,-79.935,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
17893,23/02/2020,32.7574,-79.8576,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
4780,18/05/2002,31.83,-64.87,Atlantic Ocean,north atlantic ocean,Other,0.035996,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
11893,2013-06-07 00:00:00,29.0401,-45.484,Atlantic Ocean,north atlantic ocean,Other,1.877802,pieces/m3,1-10,High,Neuston net,5 Gyres Institute
12391,2019-12-07 00:00:00,31.48,-145.04,Pacific Ocean,north pacific ocean,Other,22.4162,pieces/m3,10,Very High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
7436,21/02/2008,40.68,-128.9,Pacific Ocean,north pacific ocean,Other,2.611356,pieces/m3,1-10,High,Neuston net,Sea Education Association
12889,2015-12-09 00:00:00,31.5601,-134.0748,Pacific Ocean,north pacific ocean,Other,1.090723,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
20598,2022-08-02 00:00:00,33.7109,-118.0648,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19553,14/05/2021,36.912,-121.8518,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
83,13/04/1990,22.27,-73.75,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2573,1990-11-04 00:00:00,23.35,-73.32,Atlantic Ocean,north atlantic ocean,Other,0.00648,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
3784,19/02/1997,24.48,-71.38,Atlantic Ocean,north atlantic ocean,Other,0.01296,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
3120,14/05/1993,28.08,-73.64,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2622,1990-01-05 00:00:00,27.15,-68.9,Atlantic Ocean,north atlantic ocean,Other,0.025916,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5776,2007-06-04 00:00:00,29.66,-72.98,Atlantic Ocean,north atlantic ocean,Other,0.018512,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
15594,18/05/2018,21.516267,-87.391983,Atlantic Ocean,gulf of mexico,caribbean sea,2119.167403,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
2241,18/03/2002,24.79,-84.02,Atlantic Ocean,gulf of mexico,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
11444,2010-12-01 00:00:00,24.3576,-62.8129,Atlantic Ocean,north atlantic ocean,Other,0.01888,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
2075,17/05/2001,24.33,-65.69,Atlantic Ocean,north atlantic ocean,Other,0.179984,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
4282,24/02/1999,21.02,-68.55,Atlantic Ocean,north atlantic ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
3071,19/02/1993,22.75,-72.42,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
20432,2021-06-12 00:00:00,27.4159,-97.3015,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
17727,26/01/2020,27.4769,-97.2739,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16897,17/10/2019,27.481,-97.2713,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18391,27/07/2020,27.7259,-97.1349,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
