OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Organization
12666,2015-11-08 00:00:00,31.75,-153.14165,Pacific Ocean,north pacific ocean,Other,0.285813,pieces/m3,0.005-1,Medium,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
8338,2011-05-12 00:00:00,40.38,-157.49,Pacific Ocean,north pacific ocean,Other,0.44862,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
14827,2020-11-08 00:00:00,49.799484,-8.380903,Atlantic Ocean,celtic sea,Other,27.7,pieces kg-1 d.w.,20-150,Medium,Day grab,"Galway-Mayo Institute of Technology, Galway, Ireland"
11092,2013-07-07 00:00:00,43.1132,5.9279,Atlantic Ocean,mediterranean sea,Other,1.95013,pieces/m3,1-10,High,Manta net,Sorbonne Universités
11827,21/07/2010,42.6938,8.5717,Atlantic Ocean,mediterranean sea,Other,0.295975,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
14240,2019-07-01 00:00:00,56.6035,-2.036333,Atlantic Ocean,north sea,Other,0.008704,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
13994,19/01/2014,57.713333,-3.900333,Atlantic Ocean,north sea,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Marine Scotland Science
13748,2020-11-10 00:00:00,54.153667,13.565167,Atlantic Ocean,baltic sea,Other,0.014362,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
19158,25/02/2021,45.726,-123.9431,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
12420,22/02/2019,47.567667,-141.577333,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,"The Ocean Cleanup, Rotterdam, The Netherlands"
18909,27/12/2020,47.8779,-122.3317,Pacific Ocean,the coastal waters of southeast alaska and british columbia,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
21319,2022-10-05 00:00:00,43.0481,-78.8851,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
2925,1992-03-08 00:00:00,46.3,-52.95,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4846,2002-09-09 00:00:00,43.67,-67.97,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1846,2000-06-06 00:00:00,31.58,-66.31,Atlantic Ocean,north atlantic ocean,Other,0.073436,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
18663,2020-12-10 00:00:00,41.9695,-70.6734,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
5679,22/10/2006,34.94,-58.23,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
3174,24/10/1993,33.38,-59.72,Atlantic Ocean,north atlantic ocean,Other,0.01512,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
11338,26/06/2018,36.728415,2.795861,Atlantic Ocean,mediterranean sea,Other,0.16852,pieces/m3,0.005-1,Medium,Manta net,University Campus of Dely Ibrahim
10745,2021-02-02 00:00:00,41.379079,2.194423,Atlantic Ocean,mediterranean sea,Other,1.065333,pieces/m3,1-10,High,Manta net,University of Barcelona
7256,15/12/2006,31.72,-144.77,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
10499,2009-08-08 00:00:00,32.039,-137.9334,Pacific Ocean,north pacific ocean,Other,2.311,pieces/m3,1-10,High,Manta net,Scripps Institution of Oceanography-University of California San Diego
20237,2021-01-11 00:00:00,41.4251,-82.366,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
20486,15/12/2021,32.7872,-79.9603,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
17830,2020-09-02 00:00:00,32.7567,-79.857,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
4502,2000-09-04 00:00:00,32.03,-68.92,Atlantic Ocean,north atlantic ocean,Other,0.0081,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2679,1991-08-05 00:00:00,24.6,-70.28,Atlantic Ocean,north atlantic ocean,Other,0.024,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
764,13/05/1994,28.08,-72.03,Atlantic Ocean,north atlantic ocean,Other,0.117224,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
3420,22/05/1995,28.0,-71.13,Atlantic Ocean,north atlantic ocean,Other,0.032396,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2092,22/05/2001,30.48,-64.89,Atlantic Ocean,north atlantic ocean,Other,0.043196,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
14581,2015-09-11 00:00:00,30.470241,-14.533441,Atlantic Ocean,north atlantic ocean,Other,2.0,pieces/m3,1-10,High,Intake seawater pump,"Galway Mayo Institute of Technology, Ireland"
11584,24/09/2007,32.5205,-147.2988,Pacific Ocean,north pacific ocean,Other,0.936173,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
17581,16/12/2019,29.2274,-94.8949,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
18417,13/08/2020,28.0609,-96.8536,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
15322,18/05/2018,21.526733,-87.37755,Atlantic Ocean,gulf of mexico,caribbean sea,4231.311707,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
15909,2019-01-03 00:00:00,21.5173,-86.8009,Atlantic Ocean,caribbean sea,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
1597,28/03/1999,24.29,-81.25,Atlantic Ocean,north atlantic ocean,Other,0.003928,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
4253,1999-11-02 00:00:00,24.77,-80.2,Atlantic Ocean,north atlantic ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
17237,2019-03-12 00:00:00,29.2899,-94.7872,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17335,20/11/2019,29.2821,-94.799,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
16155,17/04/2019,29.257,-94.8428,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
19404,2021-10-04 00:00:00,29.1827,-94.9696,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
20830,2022-12-04 00:00:00,29.1815,-94.972,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
16253,30/04/2019,29.1937,-94.9514,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
16404,21/05/2019,30.3035,-89.2825,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19745,14/07/2021,29.1825,-90.0589,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18076,22/03/2020,29.5963,-94.9871,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
19991,26/09/2021,29.3338,-94.743,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
16748,26/08/2019,29.3339,-94.7463,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
21073,2022-02-05 00:00:00,29.2813,-94.8009,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
8584,24/10/2012,25.35,-141.11,Pacific Ocean,north pacific ocean,Other,6.68962,pieces/m3,1-10,High,Neuston net,Sea Education Association
8089,2011-08-03 00:00:00,22.11,-141.71,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8830,2014-05-08 00:00:00,22.9963,-146.9778,Pacific Ocean,north pacific ocean,Other,0.013,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
6761,17/08/2004,28.72,-140.03,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
15420,13/06/2018,21.525186,-105.278947,Pacific Ocean,north pacific ocean,Other,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
22158,24/10/2016,27.8261,-82.5675,Atlantic Ocean,gulf of mexico,caribbean sea,1000.0,pieces/m3,10,Very High,Van Dorn sampler,University of South Florida
518,1992-03-12 00:00:00,16.8,-64.2,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1351,1997-04-11 00:00:00,16.55,-58.67,Atlantic Ocean,north atlantic ocean,Other,0.00864,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5089,15/12/2003,12.67,-61.5,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5928,2007-02-11 00:00:00,11.85,-57.85,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
9171,2014-04-12 00:00:00,17.0813,-28.1118,Atlantic Ocean,north atlantic ocean,Other,0.006,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
12912,15/09/2015,29.18025,-132.9814,Pacific Ocean,north pacific ocean,Other,1.692349,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
3761,25/12/1996,18.1,-78.53,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4007,22/12/1997,16.62,-75.3,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
16502,31/05/2019,19.0932,-96.0973,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
269,1991-07-12 00:00:00,11.45,-64.6,Atlantic Ocean,caribbean sea,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
2433,1987-12-12 00:00:00,12.39,-63.05,Atlantic Ocean,caribbean sea,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
5335,2005-03-03 00:00:00,19.28,-69.09,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11484,2010-11-11 00:00:00,-26.3881,-39.9167,Atlantic Ocean,south atlantic ocean,Other,0.068135,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
13894,15/03/2018,0.580672,-46.881111,Atlantic Ocean,north atlantic ocean,Other,4326.666667,pieces/m3,10,Very High,Aluminum bucket,"Federal University of Pará, Brazil"
7697,2009-01-03 00:00:00,19.62,-146.5,Pacific Ocean,north pacific ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
3074,21/02/1993,18.8,-74.97,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2238,2002-08-03 00:00:00,19.26,-78.73,Atlantic Ocean,caribbean sea,caribbean sea,0.038876,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
1992,26/02/2001,17.46,-77.06,Atlantic Ocean,caribbean sea,caribbean sea,0.00648,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
6320,13/04/2002,10.61,-165.95,Pacific Ocean,north pacific ocean,Other,0.001964,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
6615,2003-07-12 00:00:00,15.94,-162.49,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
14435,2021-11-09 00:00:00,54.6165,-4.934167,Atlantic Ocean,inner seas off the west coast of scotland,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Marine Scotland Science
7402,26/11/2007,20.35,-154.67,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11681,13/09/2009,31.151,-160.1013,Pacific Ocean,north pacific ocean,Other,8.714907,pieces/m3,1-10,High,Neuston net,5 Gyres Institute
7943,18/07/2010,33.38,-156.38,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7648,2008-11-12 00:00:00,33.47,-151.63,Pacific Ocean,north pacific ocean,Other,0.00864,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
10058,19/03/2018,-45.0875,-52.9857,Atlantic Ocean,south atlantic ocean,Other,19.0,pieces/m3,10,Very High,Intake seawater pump,GEOMAR Helmholtz Centre for Ocean Research Kiel
13107,13/08/2012,40.533333,6.146667,Atlantic Ocean,mediterranean sea,Other,1.597341,pieces/m3,1-10,High,Manta net,"Oceaneye Association,  Switzerland"
2533,24/07/1989,45.09,-59.8,Atlantic Ocean,north atlantic ocean,Other,0.004408,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
6074,22/07/2008,42.61,-69.78,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11140,30/06/2014,42.6265,9.8107,Atlantic Ocean,mediterranean sea,Other,0.764027,pieces/m3,0.005-1,Medium,Manta net,Sorbonne Universités
14140,2018-08-01 00:00:00,57.9035,-6.037,Atlantic Ocean,inner seas off the west coast of scotland,Other,0.030139,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
14927,18/05/2017,57.298,-10.374833,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces kg-1 d.w.,0-2,Very Low,Megacorer,"Scottish Marine Institute, Scotland, United Kingdom"
18517,2020-11-09 00:00:00,32.755,-79.8551,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
5189,14/05/2004,31.42,-77.94,Atlantic Ocean,north atlantic ocean,Other,0.0072,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
4107,26/06/1998,39.45,-70.12,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
22304,22/08/2018,38.48294,-8.94286,Atlantic Ocean,north atlantic ocean,Other,73.333333,pieces kg-1 d.w.,20-150,Medium,Petite Ponar benthic grab,"NOVA University Lisbon, Caparica, Portugal"
13353,2017-05-08 00:00:00,37.565,-0.648333,Atlantic Ocean,mediterranean sea,Other,0.120163,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13599,2019-06-07 00:00:00,37.07,-24.216667,Atlantic Ocean,north atlantic ocean,Other,0.246754,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
7156,2006-11-05 00:00:00,31.72,-144.77,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
12271,2019-03-12 00:00:00,33.906033,-140.5,Pacific Ocean,north pacific ocean,Other,4.256088,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
18763,16/11/2020,37.7145,-122.5042,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20976,2022-06-04 00:00:00,41.4166,-82.39,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
20386,26/10/2021,32.8704,-79.966,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
17091,22/11/2019,32.6436,-79.9624,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
664,30/10/1993,22.28,-58.0,Atlantic Ocean,north atlantic ocean,Other,0.099352,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
1746,23/02/2000,21.23,-73.83,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
3861,25/05/1997,26.5,-73.13,Atlantic Ocean,north atlantic ocean,Other,0.043196,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
1451,16/04/1998,27.53,-66.78,Atlantic Ocean,north atlantic ocean,Other,0.251948,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
4992,19/05/2003,30.47,-71.22,Atlantic Ocean,north atlantic ocean,Other,0.072896,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
12566,2015-10-08 00:00:00,32.01861,-143.64,Pacific Ocean,north pacific ocean,Other,3.903438,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
15566,18/05/2018,21.5317,-87.3683,Atlantic Ocean,gulf of mexico,caribbean sea,0.0,pieces/m3,0-100,Very Low,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
5730,2007-01-02 00:00:00,24.94,-85.12,Atlantic Ocean,gulf of mexico,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
3566,1996-06-05 00:00:00,23.83,-81.97,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4648,31/01/2001,23.88,-82.65,Atlantic Ocean,north atlantic ocean,Other,0.0216,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
4402,1999-01-11 00:00:00,28.18,-59.32,Atlantic Ocean,north atlantic ocean,Other,0.02376,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
1205,31/10/1996,25.97,-57.67,Atlantic Ocean,north atlantic ocean,Other,0.312224,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
16550,20/06/2019,27.9005,-97.0094,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20632,14/02/2022,27.3457,-97.3275,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
15763,28/01/2019,27.6546,-97.2569,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
20091,2021-11-10 00:00:00,26.0758,-97.157,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19304,13/03/2021,21.2771,-97.4207,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16648,25/07/2019,21.5307,-87.3698,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
17435,2019-07-12 00:00:00,29.2847,-94.794,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
21173,2022-04-05 00:00:00,29.2679,-94.8232,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17189,27/11/2019,29.3036,-94.7706,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17976,2020-05-03 00:00:00,27.9561,-96.9621,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
16107,2019-07-04 00:00:00,27.8195,-97.0609,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
16894,14/10/2019,27.8221,-97.0589,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
19550,19/05/2021,30.2729,-86.0049,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
19058,2021-04-02 00:00:00,30.3086,-89.3261,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17730,27/01/2020,30.3768,-87.8374,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
18222,25/05/2020,28.7794,-95.938,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
16009,21/03/2019,29.3834,-94.7219,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
19845,2021-07-08 00:00:00,29.2903,-94.7868,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
6861,2005-06-01 00:00:00,28.72,-140.03,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
12812,21/08/2015,30.0181,-139.15245,Pacific Ocean,north pacific ocean,Other,5.194461,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
15468,21/06/2018,28.859672,-112.030125,Pacific Ocean,gulf of california,caribbean sea,3526.093089,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
910,1995-09-05 00:00:00,25.9,-77.58,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
123,20/04/1991,25.87,-79.97,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
22058,2016-03-10 00:00:00,27.9899,-82.6316,Atlantic Ocean,gulf of mexico,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Van Dorn sampler,University of South Florida
8976,24/11/2014,16.4333,-37.8333,Atlantic Ocean,north atlantic ocean,Other,0.005,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
9517,2014-06-12 00:00:00,15.1563,-41.091,Atlantic Ocean,north atlantic ocean,Other,0.001,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
9271,2014-08-12 00:00:00,15.3523,-44.7813,Atlantic Ocean,north atlantic ocean,Other,0.055,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
8484,25/06/2012,25.35,-141.11,Pacific Ocean,north pacific ocean,Other,0.004584,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
8189,2011-06-06 00:00:00,22.11,-141.71,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
10599,22/10/2010,28.3507,-144.203,Pacific Ocean,north pacific ocean,Other,0.051,pieces/m3,0.005-1,Medium,Manta net,Scripps Institution of Oceanography-University of California San Diego
8730,2014-04-02 00:00:00,17.7495,-87.025,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
2779,1992-08-03 00:00:00,14.18,-81.58,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
9812,2016-06-05 00:00:00,18.3642,-64.7255,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
3320,1994-03-11 00:00:00,16.67,-58.75,Atlantic Ocean,north atlantic ocean,Other,0.00648,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5533,31/10/2005,18.73,-58.33,Atlantic Ocean,north atlantic ocean,Other,0.007632,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
9025,27/11/2014,15.2667,-50.6,Atlantic Ocean,north atlantic ocean,Other,0.003,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
11799,20/04/2011,-24.6527,-124.7923,Pacific Ocean,south pacific ocean,galápagos,0.313656,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
11538,18/01/2011,-25.3823,-9.2272,Atlantic Ocean,south atlantic ocean,Other,0.876022,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
6795,2004-01-11 00:00:00,19.51,-144.23,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7293,2007-03-03 00:00:00,18.97,-143.47,Pacific Ocean,north pacific ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
9878,14/03/2016,10.3211,-109.2291,Pacific Ocean,north pacific ocean,Other,0.001,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
724,28/02/1994,17.58,-79.45,Atlantic Ocean,caribbean sea,caribbean sea,0.00864,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
10376,2017-10-05 00:00:00,-36.02685,23.358483,Indian Ocean,indian ocean,maldives,0.009596,pieces/m3,0.005-1,Medium,Neuston net,"Institute of Marine Sciences - National Research Council, Italy"
13293,2016-03-08 00:00:00,-17.4895,-149.525167,Pacific Ocean,south pacific ocean,galápagos,0.089927,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
8218,17/07/2011,14.12,-157.12,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7720,28/03/2009,12.95,-156.94,Pacific Ocean,north pacific ocean,Other,0.0216,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
6297,21/03/2002,20.57,-155.54,Pacific Ocean,north pacific ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
12795,26/08/2015,28.37305,-150.0215,Pacific Ocean,north pacific ocean,Other,1.21843,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
4376,22/07/1999,43.96,-66.94,Atlantic Ocean,north atlantic ocean,Other,0.006824,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2882,28/05/1992,43.82,-69.5,Atlantic Ocean,north atlantic ocean,Other,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
8882,2014-07-10 00:00:00,44.2168,-68.5669,Atlantic Ocean,north atlantic ocean,Other,0.008,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
14953,18/05/2017,57.298,-10.39,Atlantic Ocean,north atlantic ocean,Other,43.478261,pieces kg-1 d.w.,20-150,Medium,Megacorer,"Scottish Marine Institute, Scotland, United Kingdom"
14455,2021-01-12 00:00:00,56.124667,-2.7735,Atlantic Ocean,north sea,Other,0.007106,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
